Names	total	elements
		GSTA3
		BCAS1
		GPR146
		SLC25A33
		VAMP3
		SNORD83B///SNORD139///RPL3
		WDFY3-AS2
		KIF1C
		SOX21-AS1
		PAPSS1
		TMEM231
		RYR2
		LOC100653247///DUSP22
		SCAMP1
		PRKACG
		C16orf46
		NXF3
		TMEM170B
		PROM1
		MROH9
		SNX3
		CHIA
		MED28
		INMT
		DST
		BAP1
		GLRX5
		CAB39
		RAB5C
		LNX2
		TMEM144
		HIF1AN
		WTAP
		UBE3D
		DHRS4L2///DHRS4
		NECAB3
		SERTM1
		GLIDR
		MGAT4A
		WTH3DI///RAB6C///RAB6A
		JMJD1C
		EIF4E3
		MTMR2
		CAPN5
		1-Mar
		PA2G4
		SSTR1
		CTDSPL
		CADM1
		POLR3H
		ABHD11
		RILP
		PAIP2B
		CFAP161
		TSPAN9
		KCNRG
		ST6GALNAC6
		LGI3
		TSPAN1
		APCDD1
		RGS9
		LINC01003
		SPATS1
		PCCA
		FAM84A
		CNKSR1
		TMEM163
		CLVS1
		MPDZ
		MS4A7
		YLPM1
		EYS
		CCDC61
		AAED1
		ZSWIM7
		EIF2AK1
		CCDC88C
		RAVER2
		TXNDC11
		SMC5
		SLC13A5
		POU2F3
		NUP54
		C11orf63
		PPP2R2D
		MGC32805
		PRPF38A
		ROBO2
		REL
		EWSR1
		GNA14
		LOC100653086
		COX2
		FAM122C
		LOC101927391
		IFT81
		CTBP2
		OSCP1
		ZMYND11
		KLC1
		LOC100652777///PLA2G10
		NT5C2
		EFCAB2
		AKAP13
		ZFYVE21
		USHBP1
		HHIP
		ALS2CL
		C6orf132
		BCCIP
		FLJ32255
		LOC57399
		TMEM30A
		CD300LF
		PDS5A
		CUL2
		CRK
		KIAA0319
		NEDD9
		CCDC146
		C6orf106
		HEY2
		CFAP52
		MIR22///MIR22HG
		AP1M2
		ATP12A
		BTBD7
		PIP
		HNRNPA3
		PITPNM3
		CETN2
		PPP1R1C
		SCNN1A
		ZNF667-AS1
		MIR631///NEIL1
		10-Sep
		CAB39L
		QSOX1
		HEMGN
		PTPN3
		CXCL6
		SLC34A2
		ZBED2
		CCDC171
		FOXP1
		LOC284080
		DNAJC3-AS1
		SNRPD3
		STAC
		CXXC4
		TJP2
		SERINC1
		KCTD16
		LOC283788
		ZNF295-AS1
		ARF3
		RAB27A
		PEX19
		EYA4
		HSD17B8
		PRKAB1
		YAP1
		ITPKC
		CCDC121
		SIK3
		LRP4
		C1orf204
		MIR5047///MIR3064///DDX5
		CGN
		TCEA3
		SPATA13
		LOC101926959
		BMPR1B
		CLIP1
		PDE8B
		CABLES1
		ARPIN
		UBP1
		MORN2
		ADH6
		SPATA33
		CERS2
		DUSP16
		RAMP2
		CCL15-CCL14///CCL15
		F11R
		TMEM254
		CLUAP1
		ELL2
		MIR3656///TRAPPC4
		DAW1
		BECN1
		ANKRD1
		PTK6
		DCC
		EIF4G2
		RPF1
		SYNPO
		SNRNP40
		LRP2BP
		NUDT15
		ATE1
		CLIC2
		ZNFX1
		LOC727916
		CCDC92
		ARAF
		CEP44
		KLF10
		NORAD
		TSNAXIP1
		LOC101929219///C1orf186
		FUNDC2
		PRR26
		ING1
		ETV6
		ZNF398
		FMNL2
		LOC101928718///FAM212B
		SLC14A1
		ANXA4
		RANBP2
		LIG3
		TTC9
		CXCL16
		IGHA2///IGHA1///IGH
		NRG1
		CAST
		TBC1D9
		GAB1
		LOC101927719
		FANK1
		UBE2D2
		ZBTB49
		GABARAPL2
		MARVELD2
		DHRS4-AS1
		C8orf34-AS1
		VSIG10
		CISH
		GPR39
		SPINT2
		CYP2J2
		RNF128
		TADA2B
		RASSF6
		INO80B-WBP1///INO80B///WBP1
		SLCO4C1
		DENND2D
		CD274
		ABHD14A///ACY1
		C21orf58
		NCOA4
		SUCLA2
		GORASP1
		POC1B
		FCHO2
		SERTAD4-AS1
		CYP24A1
		RFTN2
		GGA2
		COL6A6
		CCDC115
		EVPLL
		TNS2
		DNAH5
		MDH1B
		HIPK1
		ATP8B1
		MAL2
		HSPC324
		TUBB1
		NDRG3
		RNF6
		KAT6B
		ECSCR
		BEX5
		WDR93
		TP63
		JCHAIN
		ANXA11
		VDAC2
		WDR66
		RPS6KA3
		BCKDHB
		CNST
		TTC30A
		SPOCD1
		PTPMT1///KBTBD4
		TOP1
		EXOC6
		PIK3IP1
		MPST
